0 210 210 210
1 210 210 210
2 210 210 210
3 210 210 210
4 210 210 210
5 210 210 210
6 210 210 210
7 210 210 210
8 210 210 210
9 210 210 210
10 210 210 210
11 210 210 210
12 210 210 210
13 210 210 210
14 210 210 210
15 210 210 210
16 210 210 210
17 210 210 210
18 210 210 210
19 210 210 210
20 210 210 210
21 210 210 210
22 210 210 210
23 210 210 210
24 210 210 210
25 210 210 210
26 210 210 210
27 210 210 210
28 210 210 210
29 210 210 210
30 210 210 210
31 210 210 210
32 210 210 210
33 210 210 210
34 210 210 210
35 210 210 210
36 210 210 210
37 210 210 210
38 210 210 210
39 210 210 210
40 210 210 210
41 210 210 210
42 210 210 210
43 210 210 210
44 210 210 210
45 210 210 210
46 210 210 210
47 210 210 210
48 210 210 210
49 210 210 210
50 210 210 210
51 210 210 210
52 210 210 210
53 210 210 210
54 210 210 210
55 210 210 210
56 210 210 210
57 210 210 210
58 210 210 210
59 210 210 210
60 210 210 210
61 210 210 210
62 210 210 210
63 210 210 210
64 210 210 210
65 210 210 210
66 210 210 210
67 210 210 210
68 210 210 210
69 210 210 210
70 210 210 210
71 210 210 210
72 210 210 210
73 210 210 210
74 210 210 210
75 210 210 210
76 210 210 210
77 210 210 210
78 210 210 210
79 210 210 210
80 210 210 210
81 210 210 210
82 210 210 210
83 210 210 210
